,Nom de l'entreprise,Numéro et voie,Ville,Code postal,Commune,Numéro de téléphone,Numéro de fax,Site internet,E-mail générique,Numéro Siren,"Chiffre d'affaires net (H.T.)
kEUR
Dernière année disp.","Chiffre d'affaires net (H.T.)
kEUR
Année - 1","Dirigeant
Nom complet","Dirigeant
Personne physique ou morale",Description de l’activité,Activité principale de l'entreprise INSEE,"NAF Rév. 2, code principal (code)","Dirigeant
Age","Dirigeant
Nom",Commentaires 
3152.,IMPRIMERIE TRULLI,120 CHEMIN DU MOULIN DE LA CLUE,VENCE,06140,Vence,04 93 58 32 42,04 93 24 64 70,www.imprimerietrulli.com,info@imprimerietrulli.com,350083796,"4,515","4,506",M. Sylvain Trulli,Personne,"Imprimerie, reprographie, offset, photocopie, reliures, maquettes, toutes opérations commerciales connexes.",Autre imprimerie (labeur),1812Z,46,Trulli,
6314.,CRISTOPIA ENERGY SYSTEMS,78 CHEMIN DU MOULIN DE LA CLUE,VENCE,06140,Vence,04 93 58 40 00,04 93 24 29 38,www.cristopia.com,info@cristopia.com,817120413,"2,127","1,695",M. Didier Genois,Personne,"Fabrication, vente, échangeur, température.",Fabrication d'équipements aérauliques et frigorifiques industriels,2825Z,48,Genois,
6657.,METAFER,CHEMIN DE LA PLUS HAUTE SINE,VENCE,06140,Vence,04 93 58 10 82,04 93 58 10 82,www.metafer.fr/,info@metafer.fr,329393193,"1,989","1,424",M. Jacques M Amision,Personne,"Métallerie, serrurerie, ferronnerie d'art",Travaux de menuiserie métallique et serrurerie,4332B,71,M Amision,
8750.,GIORNELLI,348 CHEMIN DE SAINTE COLOMBE,VENCE,06140,Vence,04 93 58 36 16,,,info@feralu.com,333880656,"1,323","1,551",M. Benedetto Giornelli,Personne,"Ferronnerie, serrurerie, menuiserie, fer et aluminium.",Travaux de menuiserie métallique et serrurerie,4332B,64,Giornelli,
6795.,COMPTOIR AGRICOLE VENCOIS,1085 ROUTE DE SAINT PAUL,VENCE,06140,Vence,04 93 58 12 24,,,,305366262,"1,931","1,868",M. Victor M Maurel,Personne,"Commerce de gros et de détail au profit de ses sociétaires de produit Nécéssaire à l'apiculture  aliment pour bétail, engrais, Phyto amendement, équipement et matériel divers.","Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail",4621Z,71,M Maurel,
10225.,MEDICAL SERVICES COTE D AZUR,23 AVENUE HENRY GIRAUD,VENCE,06140,Vence,04 93 24 60 30,04 93 58 84 68,,,350161204,966,"1,794",M. Jean-Michel Groetz,Personne,,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,4646Z,53,Groetz,
7615.,CABINET GEOTECH CONSEILS,276 AVENUE RHIN ET DANUBE,VENCE,06140,Vence,04 93 58 37 44,04 83 33 88 51,www.geotechconseils.com,geotech.vence@orange.fr,410597488,"1,644","1,451",M. Luc Lanoy,Personne,Géomètre expert-foncier.,Activité des géomètres,7112A,48,Lanoy,
3729.,SOCIETE CENTRALE DE REALISATIONS IMMOBILIERES PROMOTIONS,2431 ROUTE DE CAGNES,VENCE,06140,Vence,04 93 58 65 00,04 93 58 46 09,www.socri.com,info@socri.com,869200147,"3,854","5,637",M. Henri Chambon,Personne,"Acquisition construction d'immeubles, vente échange de tous biens et droits immobiliers, prise de participation dans toutes sociétés civiles à caractère immobilier agricole ou autre. l'assistance, la gestion, l'administration quotidienne, l'exercice d'un mandat social et l'animation de ses filiales et participations dans tous les domaines notamment en matière administrative, commerciale, stratégique et financière.","Ingénierie, études techniques",7112B,81,Chambon,
5491.,SOCIETE D EXPLOITATION DES PEPINIERES DE GAUDISSART,261 CHEMIN DES COLLES,VENCE,06140,Vence,04 93 58 10 40,04 93 58 65 47,www.pepinieres-gaudissart.fr,gaudissart@free.fr,313029795,"2,523","3,085",M. Pierre Gortina,Personne,,Services d'aménagement paysager,8130Z,63,Gortina,
8233.,LA BOCCA,50 AVENUE FRANCIS TONNER,CANNES,06150,Cannes,04 93 90 91 82,,,,749989448,"1,467","1,287",M. Ken Robert Gaston Tissier,Personne,Sans activité depuis l'immatriculation.,Boulangerie et boulangerie-pâtisserie,1071C,35,Tissier,
2241.,FRANCE HELICES,12 ALLEE DES GABIANS,CANNES,06150,Cannes,04 93 47 69 38,04 93 47 08 59,www.francehelices.fr,laetitia.bezzi@francehelices.fr,383259843,"6,129","3,853",Mme Laetitia Bezzi,Personne,La construction mécanique la fabrication et l''entretien d' hélices de bateaux les constructions mécaniques industrielles et plus particulièrement Navaes toutes opérations de construction de réparation et d'entretien mécanique métallique électrique hydraulique électronique ou autres se rapportant aux activités maritimes et terrestres aussi bien pour son propre compte que pour celui des tiers prises de participations développement et gestion administrative comptable et commerciale des sociétés dans lesquelles elle aurait des participations la participation de la société par tous moyens dans toutes opérations pouvant se rapporter à son objet par voie de création de sociétés nouvelles de souscription ou d' achat de titres ou de droits sociaux de fusion ou autrement et généralement toutes opérations qu'elles qu elles soient se rattachant directement ou indirectement à l 'objet ci dessus ou à tous objets similaires ou annexes et susceptibles de faciliter le développement de la société.,Fabrication d'autres articles métalliques,2599B,40,Bezzi,
3488.,LET'S FLY HELICOPTER AND JET,245 AVENUE FRANCIS TONNER,CANNES,06150,Cannes,04 93 90 51 91,,,,523736627,"4,106","1,332",Mme Julie Bianchini,Personne,"En France ou à l'étranger reconstruction et réparation d'aéronefs et de matériel aéronautique services d'entretien et de maintenance d'aéronefs achat vente d'aéronefs et de matériel aéronautique, audit, expertise, conseil et gestion des organisations dans l'exploitation sous quelque forme juridique que ce soit, de services de transports aériens de personnes, de Frêt, de vol à la demande, ainsi que de transport de surface complémentaires de son exploitation de transports aériens, le transport aérien public ou privé, la formation et l'instruction de pilotes d'aéronefs privés et professionnels, le travail aérien, la prise de bail en location-gérance de tout établissement directement liés à l'activité précitée.",Réparation et maintenance d'aéronefs et d'engins spatiaux,3316Z,38,Bianchini,
10439.,SARL EURO TP,CHEMIN DE L ABADIE,CANNES,06150,Cannes,04 93 49 74 02,,,,451251235,921,693,M. Hamma Oueslati,Personne,"Travaux de goudronnage, voirie et réseaux divers.",Construction de routes et autoroutes,4211Z,61,Oueslati,
3740.,ETABLISSEMENTS CHAPUT,158 AVENUE MICHEL JOURDAN,CANNES,06150,Cannes,04 92 18 05 05,04 92 18 05 10,,,422795575,"3,839","4,029",M. Jean-Philippe Chaput,Personne,Terrassement et travaux publics.,Travaux de terrassement courants et travaux préparatoires,4312A,52,Chaput,
7695.,SOCIETE TECHNIQUE PROVENCE SANITAIRE,66 AVENUE MAURICE CHEVALIER,CANNES,06150,Cannes,04 92 18 76 90,04 93 45 76 96,www.stps-piscine.fr,stps.sas@orange.fr,303285159,"1,620","1,463",M. Vincent Mauny,Personne,,Travaux d'installation d'eau et de gaz en tous locaux,4322A,34,Mauny,
10322.,SABY SARL,7 RUE ANTOINE BRUN,CANNES,06150,Cannes,04 93 47 05 59,04 93 48 10 80,,,484993498,945,941,M. Lionel Saby,Personne,Plomberie sanitaire chauffage central énergie solaire.,Travaux d'installation d'eau et de gaz en tous locaux,4322A,37,Saby,
5751.,TEKNOKLIMA G C,14 AVENUE DES ARLUCS,CANNES,06150,Cannes,04 22 13 07 70,04 22 32 98 28,www.teknoklima.fr,administration@teknoklima.fr,451795868,"2,373","2,514",M. Ercole Pent,Personne,"Achat, vente, import-export de matériels de génie, de construction et de tous autres produits non réglementés.",Travaux d'installation d'équipements thermiques et de climatisation,4322B,63,Pent,
8306.,FRANCE TOITURES COMPAGNONS,14 RUE JEAN GRAS,CANNES,06150,Cannes,04 93 47 21 22,04 93 48 22 38,www.france-toitures-compagnons.com,contact@france-toitures-compagnons.com,398606632,"1,449","1,354",M. Eric M Ziguelde,Personne,"Conception, commercialisation de tous produits électroniques, travaux d'étanchéité, couverture, traitement de charpentes et de façades, carrelage, petite maçonnerie, électricité, plomberie et prestations de services en rapport.",Travaux de couverture par éléments,4391B,50,M Ziguelde,
3040.,EXPANSION AZUREENNE,ZONE INDUSTRIELLE DE LA FRAYERE,CANNES,06150,Cannes,,04 93 47 93 59,www.comptoir-allard.fr,,328948153,"4,691","4,226",Mme Christiane Saes,Personne,,Commerce de gros d'équipements automobiles,4531Z,62,Saes,
8368.,TERSALINE,13 BOULEVARD LOUIS NEGRIN,CANNES,06150,Cannes,04 93 47 19 11,04 93 47 19 11,,,484773692,"1,431","1,424",M. Jacques M Susini,Personne,"Vente de vin, de liqueurs et de spiritueux.",Commerce de gros (commerce interentreprises) de boissons,4634Z,63,M Susini,
3116.,A G L,4 AVENUE DU CENTRE,CANNES,06150,Cannes,04 93 90 60 11,04 93 47 74 68,www.agl-marine.com,aglmarine@aglmarine.com,392453270,"4,568","4,321",M. Gerard Lachkar,Personne,"Achat, vente, représentation et conditionnement de peintures, enduits, vernis, matériel pour nautisme, marine, industrie, bâtiment, tout matériel relatif à l'acastillage, quincaillerie, serrurerie, vente et maintenance de matériel informatique, toutes prestations de services se rapportant à l'entretien et à maintenance des bâteaux et de tous accessoires, location de tous matériels y compris bâteaux et automobiles, toutes opérations se rapportant directement ou indirectement à ces activités.",Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,4669C,63,Lachkar,
5967.,SARL COMPTOIR DU PANNEAU,11 RUE DE LA PRADERIE,CANNES,06150,Cannes,04 92 19 56 56,04 93 48 06 07,www.comptoirdupanneau.fr,comptoirdupanneau@hotmail.com,399918432,"2,274","1,932",M. Patrick Kugler,Personne,Negoce de bois et derives,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,4673A,48,Kugler,
109.,SOCIETE NOUVELLE SANITAIRE LITTORAL COTE D'AZUR,209 AVENUE FRANCIS TONNER,CANNES,06150,Cannes,04 93 48 70 90,04 93 47 75 93,www.salica.fr,dircom@ciffreobona.fr,387873276,"25,983","24,198",M. Rene Bona,Personne,"Négoce d'appareils sanitaires, chauffage, plomberie, climatisation , piscine.",Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration,4673B,70,Bona,
8369.,FIPAC,37 BOULEVARD DE L ESTEREL,CANNES,06150,Cannes,04 93 93 81 67,09 55 96 69 12,,,308250737,"1,431","1,623",M. Herve Damour,Personne,Toutes prestations de services et de conseil destinés aux entreprises ainsi qu'aux particuliers notamment dans le domaine immobilier l'exercice de tous mandats sociaux s'y rapportant tous investissements mobiliers ou immobiliers.,Conseil pour les affaires et autres conseils de gestion,4676Z,54,Damour,
7038.,AUTOCARS MUSSO,16 ALLEE DES CORMORANS,CANNES,06150,Cannes,04 93 42 22 36,04 93 40 75 76,www.autocars-musso.fr,contact.musso@transdev.fr,347391484,"1,837","2,167",M. Thierry Prod'Homme,Personne,Transport privé & public de personnes.,Transports routiers réguliers de voyageurs,4939A,57,Prod'Homme,
10549.,FITNESS HOLDING,201 AVENUE FRANCIS TONNER,CANNES,06150,Cannes,,,,,789646759,900,744,M. Hans Franklin,Personne,,Activités des sociétés holding,6420Z,59,Franklin,
7298.,SOC CANNOISE CONSTRUCTION ET AMENAGEMENT,183 AVENUE MICHEL JOURDAN,CANNES,06150,Cannes,04 93 90 46 50,04 93 90 46 54,,,695920892,"1,750","1,682",M. Jean-Georges Mellac,Personne,,Location de logements,6820A,68,Mellac,
8264.,AMC-ETEC,37 AVENUE DES ARLUCS,CANNES,06150,Cannes,04 93 90 26 26,04 92 97 00 41,www.amcetec.com,contact@amcetec.com,431731371,"1,461",964,M. Michel Pillet,Personne,"Ingénierie, réalisation mécaniques et électriques, maintenance industrielle, études et vente.","Ingénierie, études techniques",7112B,65,Pillet,
7064.,CAP RENTAL POWER,2 ALLEE DES GABIANS,CANNES,06150,Cannes,,,www.caprentalpower.com,,524278793,"1,829","1,618",M. Philippe Got,Personne,"Location de tous types de biens et matériels pouvant produire, accumuler, transformer de l'énergie existante ou à venir, tels que groupes électrogènes, climatisation, chauffage, automatismes, éclairage, compresseur, onduleur.","Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",7739Z,47,Got,
7462.,SEV SOIN ET ENTRETIEN VEGETATION,1 B ALLEE DES GABIANS,CANNES,06150,Cannes,04 93 48 20 07,04 93 90 66 64,www.sevpasero.com,sevpasero.cc06@gmail.com,428795025,"1,694","1,637",M. Alain Frigo,Personne,"Traitement de végétaux, des sols, désinfection, vente de tous produits phytosanitaire traitement phytosanitaire bio.",Services d'aménagement paysager,8130Z,59,Frigo,
2685.,DIERICKX EVENTS,24 BOULEVARD DU MIDI LOUISE MOREAU,CANNES,06150,Cannes,04 92 19 59 00,04 92 19 59 02,www.dierickx-organisation.com,contact@dierickx-organisation.com,417698818,"5,229","5,627",Mme Shimsha Dierickx,Personne,Evénementiel.,Activités de soutien au spectacle vivant,9002Z,59,Dierickx,
542.,FITLANE,201 AVENUE FRANCIS TONNER,CANNES,06150,Cannes,04 93 90 96 49,,www.fitlane.com,info@fitlane.com,451402101,"16,054","14,574",M. Hans Franklin,Personne,Activités sportives musculation body bulding sauna hammam.,Gestion d'installations sportives,9311Z,59,Franklin,
9855.,CONSTRUI METAL,220 VOIE TRIPODI,ANTIBES,06160,Antibes,04 93 33 53 55,04 93 33 02 78,,contact@berthe-metal.com,409422946,"1,045",975,M. Stephane Berthe,Personne,"Fabrication de charpentes métalliques, serrurerie, pliages, chaudronnerie, ferronnerie.",Fabrication de structures métalliques et de parties de structures,2511Z,46,Berthe,
5052.,COMBES ELYSEES SARL,135 BD JOHN F KENNEDY JUAN LES PINS,ANTIBES,06160,Antibes,,,,,379712631,"2,787",288,M. Thomas Monnier,Personne,"Acquisition en pleine propriété, sous forme de bail à construction longue durée emphythéotique de tous biens immobiliers ou mobiliers, bâtis ou non, sis Les Combes, chemin de Saint-Claude, 06-Antibes , exploitation desdits biens, mise en valeur, aménagement, démolition des constructions existantes s'il y a lieu en vue de la réalisation de programmes immobiliers à usage de bureaux, de commerce ou d'habitation, aux fins de vente en totalité ou par fractions avant ou après leur achèvement ou location de tout ou partie de ces programmes. Prise de participations dans toutes sociétés .",Supports juridiques de programmes,4110D,45,Monnier,
4612.,BERTHE,220 VOIE TRIPODI,ANTIBES,06160,Antibes,04 93 33 53 55,04 93 33 02 78,,contact@berthe-metal.com,036920049,"3,087","3,910",M. Stephane Berthe,Personne,Extension d'activité: bureau d'études techniques.,Travaux de charpente,4391A,46,Berthe,
2221.,BEST OF BIKE,43 AVENUE DE CANNES,ANTIBES,06160,Antibes,,,,,410645808,"6,171","5,806",M. Frederic M Kosytarski,Personne,"Achat, vente, réparation de cycles, motos, scooters ou deux roues en tous genres et d'une manière générale de tous véhicules terrestres, location de deux roues , toutes activités et toutes prestations de services relatives aux objets qui viennent d'être énoncés.",Commerce et réparation de motocycles,4540Z,56,M Kosytarski,
8652.,MARINE POWER TECHNOLOGY,1412 CHEMIN DES EUCALYPTUS,ANTIBES,06160,Antibes,04 92 93 03 83,,,,418606513,"1,352",949,M. Christian Jamaux,Personne,"Achat, vente, import-export, location, réparation, entretien, rénovation, manutention de bateaux à moteur, maritimes et industriels , matériel de chantiers, groupe électrogènes. Travaux de mécaniques électriques et électroniques .","Intermédiaires du commerce en machines, équipements industriels, navires et avions",4614Z,63,Jamaux,
9895.,GM FINANCES,55 AVENUE DE CANNES,ANTIBES,06160,Antibes,,,,,517793956,"1,036",983,M. Gilles Martineau,Personne,La prise de participations dans toutes sociétés ou entreprises ayant pour objet principal l'exploitation de restaurants à enseigne Mcdonald's.,Activités des sociétés holding,6420Z,56,Martineau,
8564.,PRESQU'ILE DU CAP PROPERTIES,135 BD JOHN F KENNEDY CAP D ANTIBES,ANTIBES,06160,Antibes,04 93 61 36 41,04 93 67 45 72,,,417758372,"1,377","1,080",M. Aurelien Monnier,Personne,Transactions sur immeubles.,Activités des marchands de biens immobiliers,6810Z,49,Monnier,
9913.,LE CERCLE RIVIERA,10 BOULEVARD BAPTISTIN ARDISSON,ANTIBES,06160,Antibes,,,,,429986169,"1,032","1,266",M. Serge Dadoun,Personne,"Toutes prestations se rapportant aux voyages à la communication sous toutes ses formes aux loisirs à l'événementiel aux relations publiques à la publicité, achat en vue de revente de biens et droits immobiliers en qualité de marchand de biens, promotion immobiliere soit pour son propre compte soit pour compte d'autrui.",Activités des marchands de biens immobiliers,7022Z,60,Dadoun,
8072.,DU PORT GALLICE JUAN LES PINS CAP D ANTIBES,BOULEVARD BAUDOIN,ANTIBES,06160,Antibes,04 92 93 74 40,04 92 93 74 44,www.port-gallice.fr,port.gallice-secretariat@orange.fr,036621217,"1,508","1,549",M. Jean-Francois Allegret,Personne,,Autres activités récréatives et de loisirs,9329Z,64,Allegret,
10408.,CAP MARTIN PROPERTIES,26 AVENUE PAUL DOUMER,ROQUEBRUNE CAP MARTIN,06190,Roquebrune-Cap-Martin,,,,,535069942,926,n.d.,Mme Catherine Laroche,Personne,,Activités des marchands de biens immobiliers,6810Z,51,Laroche,
10499.,WESTMINSTER REAL ESTATE 2012 SARL,14 AVENUE LOUIS LAURENS,ROQUEBRUNE CAP MARTIN,06190,Roquebrune-Cap-Martin,06 20 76 97 11,,,,535177661,912,"2,106",M. M Gian Bianco,Personne,"Toute activité liée de marchand de biens, l'achat, la rénovation et la revente de tous biens meubles et immeubles.",Activités des marchands de biens immobiliers,6810Z,45,Bianco,
9406.,FIDEXCOM,213 AVENUE ARISTIDE BRIAND,ROQUEBRUNE CAP MARTIN,06190,Roquebrune-Cap-Martin,04 92 10 58 60,04 92 10 58 65,www.fidexcom.fr,secretariat@fidex.fr,448160598,"1,152","1,080",Mme Magali Benedetti,Personne,Expertise comptable.,Activités comptables,6920Z,32,Benedetti,
7418.,IMPACT PUBLICITE,217 BOULEVARD DU MERCANTOUR,NICE,06200,Nice,04 93 72 36 88,04 93 72 37 40,,,478275738,"1,709","1,201",M. Gislain Valdisseri,Personne,"La peinture en lettre, le graphisme, la pose de panneaux publicitaires, Pallissades, aménagement de bureaux de ventes, élaboration de stand.",Activités de pré-presse,1813Z,47,Valdisseri,
8605.,NICE PVC,75 ROUTE DE CANTA GALET,NICE,06200,Nice,04 93 86 03 50,04 92 15 06 36,,nicepvc@orange.fr,451981369,"1,365","1,232",M. Roland Rancurel,Personne,"Achat, vente avec ou sans transformation de menuiseries du bâtiment et notamment en P.V.C. , à l'exclusion de la pose, incluant les produits verriers et prestations de services liées .",Fabrication d'éléments en matières plastiques pour la construction,2223Z,48,Rancurel,
